	movie_id	title	user_rating	metascore	MPAA_rating	nudity	violence	profanity	alcohol	frightening	Unnamed: 0	Unnamed: 0.1	one	two	three	four	five	six	seven	eight	nine	ten	lower	median	upper	skewness	binned	box_office
98	tt2398241	Smurfs: The Lost Village	60	40	Rated PG for some mild action and rude humor	None	Mild	None	None	Mild	161	161	440	306	546	1109	2736	4510	3198	1535	591	1435	5.121527777777779	6.179822616407982	7.330988117573483	-0.042033188314158	0.0	45020282.0
99	tt2406566	Atomic Blonde	67	63	Rated R for sequences of strong violence, language throughout, and some sexuality/nudity	Moderate	Severe	Moderate	Moderate	Moderate	141	141	2510	1456	2751	5431	14225	35045	50977	29042	9700	8173	5.8839206734198894	6.857749573336995	7.7440431099786515	0.047058925560508016	0.1	51687870.0
100	tt2452244	Isn't It Romantic	59	60	Rated PG-13 for language, some sexual material, and a brief drug reference	Mild	Mild	Mild	Mild	None	149	149	1535	1146	2041	4105	9179	14166	11048	4952	1732	2416	4.963340233140865	6.0756035578144845	7.139753801593049	0.02210658929556007	0.0	48791187.0
101	tt2482856	The Church	28	-1	Rated PG - 13 for some violent content and  thematic material	None	None	None	None	None	464	464	41	16	20	12	4	5	2	6	0	13	1.225609756097561	2.625	4.5625	-0.16126084970306076	-0.1	772000.0
102	tt2527336	Star Wars: Episode VIII - The Last Jedi	71	85	Rated PG-13 for sequences of sci-fi action and violence.	None	Moderate	Mild	Mild	Moderate	3	3	33403	11729	14071	17992	31278	57418	99731	103284	62544	57001	5.737551813020308	7.285457881701776	8.475138937299098	0.13085428767076154	0.1	620181382.0
103	tt2531344	Blockers	62	69	Rated R for crude and sexual content, and language throughout, drug content, teen partying, and some	Severe	Mild	Severe	Moderate	None	123	123	1715	1098	1628	3295	7983	15942	15574	6825	2480	5061	5.460071401728674	6.446023083678334	7.433591241813279	-0.0008190828145994612	0.0	60311495.0
104	tt2543472	Wonder	80	66	Rated PG for thematic elements including bullying, and some mild language	None	Mild	Mild	Mild	Mild	62	62	515	216	374	777	2043	6878	21722	38787	24689	23870	7.38227373170058	8.206692964137469	9.253017538174896	-0.11861877657034756	-0.1	132422809.0
105	tt2557478	Pacific Rim: Uprising	56	44	rated PG-13 for sequences of sci-fi violence and action, and some language	Mild	Moderate	Mild	Mild	Moderate	122	122	3291	2772	4980	9437	19395	25742	16958	6557	2089	3701	4.667594740912607	5.7946934970087804	6.828723906121005	0.04306468511102311	0.1	59874525.0
106	tt2568862	Going in Style	66	50	Rated PG-13 for drug content, language and some suggestive material	Mild	Mild	Moderate	Mild	Mild	162	162	419	281	699	1780	6050	18159	25079	10344	3121	3439	5.946817005341704	6.7909805016148965	7.482505283304758	0.09939433462746272	0.1	45018541.0
107	tt2639336	Greta	60	54	Rated R for some violence and disturbing images	None	Moderate	Mild	Mild	Moderate	319	319	524	374	631	1241	2799	5063	4326	1868	529	689	5.122007859949981	6.182006715386135	7.170596393897365	0.03485774509697417	0.0	10519425.0
108	tt2690226	The Chaperone	65	48	None	Mild	None	None	Mild	None	476	476	30	14	17	28	66	121	180	127	57	53	5.650826446280992	6.891666666666668	8.00196850393701	0.05552126579942801	0.1	600654.0
109	tt2704998	Game Night	69	66	Rated R for language, sexual references and some violence	Mild	Moderate	Severe	Mild	Mild	110	110	1211	981	1817	3762	10849	33348	63158	38482	11958	10818	6.263943864699532	7.073545710757147	7.9459747414375554	-0.037351980568057434	0.0	69179066.0
110	tt2709692	Dr. Seuss' The Grinch	63	51	Rated PG for brief rude humor	None	None	None	None	None	20	20	951	523	950	1853	4694	9433	8859	4582	1654	2634	5.506599173115657	6.464221350577757	7.481572412236144	-0.030242882796164924	0.0	270620950.0
111	tt2771200	Beauty and the Beast	72	65	Rated PG for some action violence, peril and frightening images	None	Mild	None	Mild	Mild	6	6	5012	2097	3270	6009	14028	34104	63826	55910	28259	37000	6.437214109781842	7.443776830758625	8.601923281078594	-0.07002498596722957	-0.1	504014165.0
112	tt2776878	Thank You for Your Service	65	68	Rated R for strong violent content, language throughout, some sexuality, drug material and brief nud	Moderate	Severe	Severe	Mild	Severe	326	326	430	90	139	299	957	2776	3366	1511	468	690	5.776116714697406	6.69964349376114	7.496286393345217	0.07376242068131217	0.1	9536300.0
113	tt2798920	Annihilation	69	79	Rated R for violence, bloody images, language and some sexuality	Moderate	Severe	Moderate	Mild	Severe	205	205	5227	3824	5886	9863	21023	44297	67742	53314	22173	12914	5.855390884258528	6.987312154940804	8.003343399482311	0.05395371886454109	0.1	32732301.0
114	tt2837574	The Old Man & the Gun	67	80	Rated PG-13 for brief strong language	None	Mild	Mild	Mild	None	314	314	375	239	372	976	2818	7959	11805	5939	1524	1022	5.936895338610379	6.819822109275732	7.538348206768816	0.10265720361868444	0.1	11277120.0
115	tt2854926	Tag	65	56	Rated R for language throughout, crude sexual content, drug use and brief nudity	Moderate	Mild	Severe	Moderate	None	137	137	1143	858	1691	3632	9724	23186	30513	14952	4627	4872	5.791188648322263	6.7413725297414215	7.543572766185125	0.0844470361646106	0.1	54730625.0
116	tt2872518	The Shack	63	32	Rated PG-13 for thematic material including some violence	None	Mild	None	Mild	Moderate	128	128	1713	793	1101	1373	2358	3696	4274	3692	2460	5752	5.273112807463953	7.101778193729527	9.072764227642276	-0.0374562379305035	0.0	57386418.0
117	tt2873282	Red Sparrow	66	53	Rated R for strong violence, torture, sexual content, language and some graphic nudity	Severe	Severe	Severe	Moderate	Severe	153	153	4004	1979	2798	5358	13010	31414	45304	25925	8865	8210	5.804569618641371	6.8282381246689035	7.742362584378013	0.05653031477321972	0.1	46874505.0
118	tt2924392	Higher Power	54	-1	Rated R for violence and language	None	Severe	Severe	Mild	Moderate	335	335	204	130	154	207	247	167	111	92	237	836	4.0229468599033815	7.252252252252253	9.786782296650717	0.12054045532265993	0.1	528.0
119	tt2932536	47 Meters Down	56	52	Rated PG-13 for sequences of intense peril, bloody images, and brief strong language	None	Moderate	Mild	Mild	Moderate	167	167	1559	1246	2160	4246	8706	11832	7613	3183	1041	1750	4.686423156443832	5.8170216362407015	6.861618284513332	0.0395375248934885	0.1	44307191.0
120	tt2935510	Ad Astra	68	80	Rated PG-13 for some violence and bloody images, and for brief strong languag	None	Moderate	Mild	None	Moderate	197	197	2966	1895	2669	3957	7925	15277	22564	17599	7106	4779	5.648736662957388	6.884661407551852	7.943192795045173	0.07731390224476845	0.1	50188370.0
121	tt3014284	The Lego Ninjago Movie	60	55	Rated PG for some mild action and rude humor	None	Mild	None	None	Mild	124	124	442	319	593	1313	3335	6393	4678	1712	502	989	5.22023988005997	6.1469576098858125	7.101111586147926	-0.014586984506952953	0.0	59281555.0
122	tt3104988	Crazy Rich Asians	69	74	rated PG-13 for some suggestive content and language	Mild	None	Mild	Mild	None	42	42	2324	1278	1900	3366	7755	17851	32350	24874	10671	11420	6.1623858607360935	7.19306027820711	8.244462088928199	-0.009955155805256142	0.0	174532921.0
123	tt3201736	Run the Race	59	35	Rated PG for thematic content and some teen partying.	None	Moderate	Mild	Moderate	Mild	351	351	83	35	35	54	82	135	118	110	77	238	4.923780487804878	7.0042372881355925	9.451298701298699	-0.08097253186961517	-0.1	6424420.0
124	tt3203528	Bad Samaritan	64	42	Rated R for violence, language throughout, some drug use and brief nudity	Mild	Moderate	Severe	Mild	Moderate	396	396	271	190	315	682	1556	3652	4469	2272	806	898	5.709131982475356	6.699037816066233	7.587257922535211	0.05414212378039974	0.1	3435047.0
125	tt3203620	The Dinner	45	57	Rated R for disturbing violent content, and language throughout.	None	Moderate	Severe	Mild	Moderate	443	443	910	604	743	1117	1213	944	597	339	121	285	2.7748990578734856	4.5515251442704034	6.101430084745762	0.06815542800895832	0.1	1323312.0
126	tt3262342	Loving Vincent	78	62	Rated PG-13 for mature thematic elements, some violence, sexual material and smoking	Mild	Mild	Mild	Moderate	Mild	346	346	172	110	164	358	1071	3261	8963	14018	8075	7040	7.1328238313064825	8.036239121129977	9.033374613003096	-0.04931212728026317	0.0	6735118.0
127	tt3289724	Welcome to Marwen	61	40	Rated PG-13 for sequences of fantasy violence, some disturbing images, brief suggestive content, the	Mild	Moderate	Mild	Mild	Mild	317	317	456	290	479	900	1871	3428	3411	1769	624	691	5.22407803313736	6.3644982497082845	7.3839783054822625	0.05599340041086548	0.1	10763520.0
128	tt3294746	The Public	65	47	Rated PG-13 for thematic material, nudity, language, and some suggestive content	Mild	Mild	Mild	None	Mild	478	478	103	40	52	73	175	381	484	363	168	267	5.7191601049868765	6.973140495867769	8.24793388429752	-0.008230470324843621	0.0	573503.0
129	tt3315342	Logan	81	77	Rated R for strong brutal violence and language throughout, and for brief nudity	Mild	Severe	Severe	Moderate	Severe	23	23	4137	1995	2887	5423	12353	34913	95447	163854	142871	125285	7.396657307196664	8.338719225652103	9.345971190794494	-0.03344256009023452	0.0	226277068.0
130	tt3348730	Jigsaw	58	39	Rated R for sequences of grisly bloody violence and torture, and for language	Mild	Severe	Severe	Mild	Severe	187	187	1633	1518	3049	5417	10836	15986	11649	5179	1965	3903	4.838385935769658	6.007600400350308	7.136299253154777	0.017631479599188416	0.0	38052832.0
131	tt3361792	Tolkien	68	48	Rated PG-13 for some sequences of war violence	None	Moderate	None	Moderate	Moderate	373	373	208	123	196	502	1487	3749	5976	3853	1543	1541	6.107762069885303	7.0562248995983925	8.056060212821178	-0.026367875828430167	0.0	4535154.0
132	tt3371366	Transformers: The Last Knight	52	27	Rated PG-13 for violence and intense sequences of sci-fi action, language, and some innuendo	Mild	Moderate	Moderate	Mild	Moderate	63	63	10361	6670	9268	13560	22492	24293	16676	8547	3572	9356	3.8613384955752212	5.50191413164286	6.9169015351403225	0.07382869528435125	0.1	130168683.0
133	tt3385524	Stan & Ollie	72	75	Rated PG for some language, and for smoking	None	None	Mild	Mild	None	365	365	158	74	152	328	1063	3527	8057	6747	2541	1800	6.600502668487032	7.35906665011791	8.237550022232103	-0.07325346466549859	-0.1	5470235.0
134	tt3387520	Scary Stories to Tell in the Dark	62	61	Rated PG-13 for terror/violence, disturbing images, thematic elements, language including racial epi	None	Moderate	Mild	None	Severe	121	121	694	509	1018	2041	4918	9948	9558	4218	1270	1562	5.44997966653111	6.373341375150784	7.302887633396107	-0.003337753270128108	0.0	68947075.0
135	tt3401882	Fist Fight	56	37	Rated R for language throughout, sexual content/nudity and drug material	Moderate	Moderate	Severe	Moderate	None	206	206	1272	1087	1896	3419	7244	9980	6368	2624	937	1866	4.706964384318057	5.843537074148298	6.911706972361809	0.03102529609926968	0.0	32187017.0
136	tt3402236	Murder on the Orient Express	65	52	Rated PG-13 for violence and thematic elements	None	Moderate	Mild	Mild	Moderate	80	80	2075	1742	3258	7363	20259	47760	58166	28545	9195	9284	5.755752721943049	6.695414847161572	7.5039323874583985	0.07501779565834059	0.1	102826543.0
137	tt3411444	Ferdinand	67	58	Rated PG for rude humor, action and some thematic elements	None	Mild	None	None	Mild	95	95	419	267	559	1261	3631	9621	12868	7358	2767	3997	5.972923812493503	6.936431457880013	7.966838814895352	-0.03355193754409953	0.0	84410380.0
138	tt3450958	War for the Planet of the Apes	74	82	Rated PG-13 for sequences of sci-fi violence and action, thematic elements, and some disturbing imag	None	Moderate	Mild	Mild	Moderate	55	55	2623	1291	2112	3922	9425	24310	54900	62526	28729	20451	6.661917122040073	7.604940344816558	8.44574656942712	0.05730200177805636	0.1	146880162.0
139	tt3462710	Unforgettable	51	45	Rated R for sexual content, violence, some language, and brief partial nudity	Moderate	Moderate	Moderate	Mild	Mild	315	315	726	621	853	1564	2809	2675	1507	650	234	507	4.0348465473145785	5.322000711997153	6.448224299065421	0.06668271367694274	0.1	11368012.0
140	tt3469046	Despicable Me 3	63	49	Rated PG for action and rude humor	Mild	Mild	Mild	None	Mild	21	21	1243	1027	2151	4848	13677	30685	27072	10819	3311	4818	5.564094834609745	6.3759817500407365	7.279670877659575	-0.053511013143227336	0.0	264624300.0
141	tt3501632	Thor: Ragnarok	79	74	Rated PG-13 for intense sequences of sci-fi violence and action, and brief suggestive material	Mild	Moderate	Mild	Mild	Mild	19	19	5632	2015	2881	5142	12228	35281	99389	164783	108587	86016	7.1772328929760825	8.09720359503104	9.090443607429988	-0.03829651893043349	0.0	315058289.0
142	tt3513498	The Lego Movie 2: The Second Part	67	65	Rated PG for mild action and rude humor	None	Mild	None	None	Mild	76	76	607	383	629	1402	3885	10076	13374	7154	2310	2072	5.854009527590313	6.796395992223718	7.648588202404249	0.05025929245605505	0.1	105806508.0
143	tt3521126	The Disaster Artist	74	76	Rated R for language throughout and some sexuality/nudity	Moderate	None	Severe	None	None	257	257	1199	528	802	1603	4447	14146	36921	37432	13323	8988	6.692905121746431	7.501295682838213	8.298668251763198	0.006861530172686426	0.0	21120616.0
144	tt3532216	American Made	71	65	Rated R for language throughout and some sexuality/nudity	Mild	Mild	Severe	Moderate	Mild	142	142	873	368	687	1588	5462	21042	56792	38378	9823	6376	6.593802824341457	7.216201225524721	8.00106180624316	-0.11544582882365365	-0.1	51342000.0
145	tt3564472	Girls Trip	62	71	Rated R for crude and sexual content throughout, pervasive language, brief graphic nudity, and drug 	Moderate	Mild	Severe	Moderate	None	69	69	1607	747	989	1629	3260	5979	6652	4361	2035	3906	5.364800613496932	6.70617859290439	8.075728044026599	-0.010391820672693921	0.0	115171585.0
146	tt3606752	Cars 3	67	59	None	None	Mild	None	None	Mild	54	54	1025	450	898	1854	5329	13894	20447	11114	4015	5331	5.970220958687202	6.926884139482564	7.893265251034732	-0.005053409739690466	0.0	152901115.0
147	tt3606756	Incredibles 2	77	80	Rated PG for action sequences and some brief mild language	None	Mild	Mild	Mild	Mild	4	4	1428	631	937	2194	6540	20064	55352	70904	35749	26904	6.92241924411042	7.827280548347063	8.709159696774735	0.012862615705989304	0.0	608581744.0
148	tt3717490	Power Rangers	59	44	Rated PG-13 for sequences of sci-fi violence, action and destruction, language, and for some crude h	Mild	Moderate	Mild	Mild	Mild	93	93	3148	2208	3830	7055	14663	22036	20010	10663	4129	8488	5.033076450930914	6.281040116173536	7.461144427786107	0.027947880486417505	0.0	85364450.0
149	tt3721964	Gringo	61	46	rated R for language throughout, violence and sexual content	Mild	Severe	Severe	Severe	Moderate	369	369	492	333	615	1396	3578	7027	6091	2274	578	722	5.321827836780324	6.231322043546323	7.138400919389262	0.0013296084513088494	0.0	4969853.0
150	tt3722234	Gosnell: The Trial of America's Biggest Serial Killer	67	-1	Rated PG-13 for mature thematic content including disturbing images and descriptions	None	Mild	Mild	Mild	Moderate	386	386	300	76	77	97	232	462	613	414	418	1214	5.919372294372296	7.728260869565218	9.696252059308073	-0.042125411570425535	0.0	3679893.0
151	tt3731562	Kong: Skull Island	66	62	Rated PG-13 for intense sequences of sci-fi violence and action, and for brief strong language.	None	Moderate	Mild	None	Moderate	47	47	3171	2497	4624	9214	23435	57357	81567	42516	12505	12440	5.838066844500236	6.7987114887147975	7.620648696961143	0.07781266020223933	0.1	168052812.0
152	tt3741700	Godzilla: King of the Monsters	61	48	Rated PG-13 for sequences of monster action violence and destruction, and for some language	None	Moderate	Moderate	None	Moderate	73	73	3086	2375	4207	7053	13486	21816	21827	12832	5319	8444	5.122145187601958	6.4174688302163565	7.615628896508727	0.038966998651306164	0.1	110500138.0
153	tt3750872	The Wife	72	77	Rated R for language and some sexual content	Mild	None	Moderate	Mild	Mild	324	324	285	131	237	481	1327	3860	9884	8484	2749	1634	6.59581141238365	7.331141238365034	8.159948137670911	-0.05976272522296541	0.0	9601092.0
154	tt3766354	The Equalizer 2	67	50	Rated R for brutal violence throughout, language, and some drug content	None	Severe	Moderate	Moderate	Severe	82	82	870	601	1189	2950	9042	25148	37499	18849	6265	7453	6.009563384762207	6.903557428198085	7.770597909703432	0.01530552726184004	0.0	102084362.0
155	tt3778644	Solo: A Star Wars Story	69	62	Rated PG-13 for sequences of sci-fi action/violence	None	Mild	Mild	Mild	Mild	29	29	6406	2143	3122	6267	15750	40536	79229	56077	19325	17082	6.185717633708308	7.1152355829304925	8.05280685486028	-0.004313303625969869	0.0	213767512.0
156	tt3829266	The Predator	54	48	Rated R for strong bloody violence, language throughout, and crude sexual references	Mild	Severe	Severe	Mild	Moderate	143	143	7337	4970	7371	11749	19840	22838	16243	7345	2435	4551	4.052536386075411	5.546961205009196	6.771147571261468	0.09940312691791496	0.1	51024708.0
157	tt3829920	Only The Brave	77	72	Rated PG-13 for thematic content, some sexual references, language and drug material	Mild	Mild	Moderate	Mild	Moderate	272	272	265	146	237	400	1257	3944	12117	16944	7741	6497	7.0065610299579095	7.878186968838527	8.739116393230848	0.006173837047313282	0.0	18343983.0
158	tt3861390	Dumbo	63	51	Rated PG for peril/action, some thematic elements, and brief mild language	None	Mild	None	None	Mild	70	70	1308	773	1270	2703	6352	13170	13493	6664	2319	3368	5.534092634776004	6.509931075372415	7.462647298599273	0.011989402117185046	0.0	114766307.0
159	tt3874544	The Boss Baby	63	50	Rated PG for some mild rude humor	Mild	Mild	Mild	Mild	Mild	41	41	2197	1388	2343	4864	12065	24844	25447	13140	4742	7318	5.5696345194010615	6.557885015915433	7.546651445966513	-0.00026096566487585705	0.0	175003033.0
160	tt3881784	Stronger	69	76	Rated R for language throughout, some graphic injury images, and brief sexuality/nudity	Moderate	Moderate	Severe	Moderate	Moderate	380	380	329	173	283	654	2095	6858	13768	7683	2270	1766	6.292614464858558	7.0481914584543865	7.857835480931928	-0.03454274401282344	0.0	4211129.0
161	tt3890160	Baby Driver	76	86	Rated R for violence and language throughout	None	Moderate	Severe	Mild	Moderate	75	75	3372	1919	3101	5377	13783	38211	95011	122438	65876	40080	6.831845786277379	7.776139760531862	8.631519825125995	0.0494055633081385	0.1	107825862.0
162	tt3892172	Leave No Trace	72	88	Rated PG for thematic material throughout	None	Mild	None	Mild	Mild	357	357	407	280	455	891	2262	6055	11993	10232	4140	2182	6.396655656482246	7.258650879679812	8.167489249413604	-0.026452596519068103	0.0	6046104.0
163	tt3896198	Guardians of the Galaxy Vol. 2	76	67	Rated PG-13 for sequences of sci-fi action and violence, language, and brief suggestive content	Mild	Moderate	Mild	Mild	Moderate	12	12	4002	1823	3038	6353	16107	49234	124539	159402	84544	64983	6.885013931378926	7.825695411600858	8.748636804504164	0.009519140151395756	0.0	389813101.0
164	tt3920820	Brian Banks	67	58	Rated PG-13 for thematic content and related images, and for language	None	None	None	None	None	378	378	93	12	19	27	48	154	252	212	104	202	6.030844155844156	7.327380952380952	8.742788461538463	-0.04383228386037191	0.0	4376819.0
165	tt3922818	The Space Between Us	64	33	Rated PG-13 for brief sensuality and language	Mild	None	Mild	None	Mild	337	337	788	678	1188	2138	4819	9773	11653	6354	2563	3530	5.628926634605546	6.70235132583884	7.74803273528486	0.013091973912198178	0.0	7885294.0
166	tt4030600	The Bye Bye Man	43	37	Rated PG-13 for terror, horror violence, bloody images, sexual content, thematic elements, partial n	Mild	Moderate	Moderate	None	Moderate	249	249	2368	1824	2301	3013	3442	2747	1557	751	236	758	2.7421773142112125	4.4975107865914365	5.973152530032762	0.08656573023813215	0.1	22395806.0
167	tt4068576	The Nightingale	72	77	Rated R for strong violent and disturbing content including rape, language throughout, and brief sex	Severe	Severe	Severe	Mild	Severe	491	491	273	103	107	174	354	845	1820	1849	889	721	6.414497041420118	7.440384615384616	8.406030286641426	0.030249006815344287	0.0	400209.0
168	tt4073790	The Darkest Minds	57	39	Rated PG - 13 for violence including disturbing images, and thematic elements	Mild	Moderate	Mild	None	Moderate	307	307	1091	701	1207	2092	4120	5320	4242	2280	1102	2443	4.756917475728155	6.080451127819549	7.4235030645921745	-0.007319579301238962	0.0	12695691.0
169	tt4103724	Forever My Girl	67	36	Rated PG for thematic elements including drinking, and for language	Mild	None	None	Mild	None	291	291	235	166	253	467	1076	2062	2763	1888	1118	1906	5.881425800193987	7.118168657256605	8.536225402504472	-0.0682966382952031	0.0	16376066.0
170	tt4116284	The Lego Batman Movie	73	75	Rated PG for rude humor and some action	None	Mild	Mild	None	Mild	39	39	922	520	911	1872	5448	16659	37925	34123	13177	10081	6.6075148319050765	7.4093473961766625	8.29041995135246	-0.04708523967781797	0.0	175750384.0
171	tt4123430	Fantastic Beasts: The Crimes of Grindelwald	66	52	Rated PG-13 for some sequences of fantasy action	None	Moderate	Mild	Mild	Moderate	51	51	3012	2276	4348	8555	18841	39710	51921	31579	12111	15063	5.747343238478973	6.8267656632191205	7.876801038664937	0.013800249665322471	0.0	159555901.0
172	tt4126476	After	54	30	Rated PG-13 for sexual content and some college partying	Moderate	Mild	Mild	Moderate	Mild	310	310	1927	1016	1286	1879	2870	3057	2444	1760	995	4449	4.134246939861629	6.1095845600261685	8.523366834170854	-0.0998935241091536	-0.1	12138565.0
173	tt4131800	My Little Pony: The Movie	61	39	Rated PG for mild action	None	Mild	None	None	Mild	254	254	375	110	158	275	515	807	829	623	362	1379	5.354854368932039	7.0747889022919175	9.515047135605512	-0.1731467122687426	-0.1	21885107.0
174	tt4154664	Captain Marvel	69	64	Rated PG-13 for sequences of sci-fi violence and action, and brief suggestive language	None	Mild	Mild	Mild	Mild	8	8	25296	5468	6439	10373	22322	54507	101814	79179	32603	42259	5.961720512961638	7.145539906103285	8.244843961151314	0.037017419343063976	0.0	426829839.0
175	tt4154756	Avengers: Infinity War	85	68	Rated PG-13 for intense sequences of sci-fi violence and action throughout, language and some crude 	None	Moderate	Mild	None	Moderate	2	2	12153	2582	3175	4850	10902	27929	73632	147024	184184	264054	7.822384440635543	8.950611888111887	9.808394305710195	0.13617506873153093	0.1	678815482.0
176	tt4154796	Avengers: Endgame	85	78	Rated PG-13 for sequences of sci-fi violence and action, and some language	None	Moderate	Mild	Mild	Moderate	0	0	16945	2904	3735	5358	12218	26796	61570	106585	128868	252166	7.732305202420603	9.062292423254805	9.888156016274994	0.2338397557819405	0.3	858373000.0
177	tt4154916	Replicas	55	19	Rated PG-13 for thematic material, violence, disturbing images, some nudity and sexual references	Mild	Mild	Mild	None	Mild	383	383	911	1019	1468	2602	4980	6084	3878	1612	634	1235	4.521234939759037	5.702416173570019	6.8231691593604955	0.02625107507675445	0.0	4046429.0
178	tt4209788	Molly's Game	74	71	Rated R for language, drug content and some violence	None	Mild	Moderate	Moderate	Moderate	227	227	654	278	468	1057	3200	11569	36631	39294	13373	7210	6.805956703338702	7.576602025754568	8.30021122817733	0.03147798397878989	0.0	28780744.0
179	tt4217392	Kung Fu Yoga	52	50	None	None	Moderate	Mild	None	Mild	495	495	565	358	587	879	1677	1620	1001	416	186	757	4.070534698521047	5.4743589743589745	6.848151848151847	0.010811929948317762	0.0	362657.0
180	tt4218572	Widows	69	84	Rated R for violence, language throughout, and some sexual content/nudity	Moderate	Moderate	Severe	Mild	Moderate	173	173	1224	658	1102	2216	5656	14289	23971	16454	5192	2931	6.0295856952900815	6.988152350757165	7.873997204327216	0.03942818700746188	0.1	42402632.0
181	tt4218696	The Wall	62	57	Rated R for language throughout and some war violence	None	Moderate	Severe	None	Moderate	420	420	804	345	535	1108	2876	6164	5825	2224	614	864	5.38586578581363	6.313027255029203	7.218841201716738	0.011646376892359173	0.0	1803064.0
182	tt4244998	Alpha	67	63	Rated PG-13 for some intense peril	Mild	Mild	None	None	Moderate	193	193	755	537	866	1708	4201	9887	13864	7789	3110	4223	5.870992211995549	6.897864974033467	7.93484401078444	-0.0048968025315496285	0.0	35857181.0
183	tt4274656	Grow House	46	-1	Rated R for drug use and language throughout, including some sexual references	Severe	None	None	None	None	452	452	42	21	19	24	35	40	33	13	8	60	3.0657894736842106	5.6625	8.057692307692307	0.040369018653689887	0.1	-1.0
184	tt4287320	The Circle	53	43	Rated PG-13 for a sexual situation, brief strong language and some thematic elements including drug 	Mild	Mild	Mild	Mild	None	267	267	3361	3067	5245	9634	17546	18796	10719	4182	1380	1847	4.254748806310982	5.445030206314829	6.4565732070653326	0.0811774086944027	0.1	20497844.0
185	tt4353250	The Last Black Man in San Francisco	74	83	Rated R for language, brief nudity and drug use	Moderate	Mild	Severe	Mild	Mild	374	374	226	80	96	152	262	590	1207	1593	959	672	6.544117647058822	7.6917765222849965	8.679092805005213	0.07510279073232315	0.1	4515719.0
186	tt4364194	The Peanut Butter Falcon	77	70	None	None	Mild	Moderate	Mild	Moderate	306	306	239	76	79	145	438	1480	4335	6457	4397	3750	7.1671280276816605	8.104924887718754	9.136342961109849	-0.04754240472420946	0.0	20457151.0
187	tt4411596	My Cousin Rachel	60	63	Rated PG-13 for some sexuality and brief strong language.	Mild	Mild	Mild	Mild	Mild	403	403	331	252	492	1042	2851	5160	3860	1382	346	433	5.1735356015433185	6.10203488372093	7.0139248704663215	0.009024881699043849	0.0	2716368.0
188	tt4425200	John Wick: Chapter 2	75	75	Rated R for strong violence throughout, some language and brief nudity.	Mild	Severe	Moderate	Mild	Severe	90	90	2665	1668	2599	4873	12650	33866	80593	92532	46147	45726	6.77928914421848	7.745812259542644	8.739305913710533	-0.013760361270129568	0.0	92029184.0
189	tt4463894	Shaft	64	40	Rated R for pervasive language, violence, sexual content, some drug material and brief nudity	Moderate	Moderate	Severe	Moderate	Mild	256	256	720	435	710	1495	3446	8029	9863	4695	1609	2258	5.687943704072738	6.68199330832404	7.552609158679446	0.06619619277600154	0.1	21360215.0
190	tt4465564	Fifty Shades Darker	46	33	Rated R for strong erotic sexual content, some graphic nudity, and language	Severe	Mild	Moderate	Mild	Mild	71	71	12599	5417	7000	9374	12424	11051	7881	5130	2906	10957	2.952678571428572	5.142264971023826	7.221894429640907	0.02575576982519048	0.0	114581250.0
191	tt4468740	Paddington 2	78	88	Rated PG for some action and mild rude humor	None	None	None	None	Mild	182	182	335	129	204	382	1067	3769	11078	16512	9343	7345	7.1007402058133255	7.991642441860465	8.943861714652682	-0.03326803819010693	0.0	40891591.0
192	tt4477536	Fifty Shades Freed	45	31	Rated R for strong sexual content, nudity, and language.	Severe	Moderate	Moderate	Mild	Mild	85	85	7532	3142	4165	5466	6976	6019	4276	2815	1504	5302	2.7701680672268907	4.97211869266055	6.990586997193638	0.04347490709933298	0.1	100407760.0
193	tt4481414	Gifted	76	60	Rated PG-13 for thematic elements, language and some suggestive material	Mild	None	Mild	Mild	Mild	241	241	318	133	293	536	1925	7491	23369	29678	13079	10810	6.979780906328897	7.828559876002426	8.651464179218594	0.015478211020580416	0.0	24801212.0
194	tt4481514	The House	56	30	Rated R for language throughout, sexual references, drug use, some violence and brief nudity.	Moderate	Moderate	Severe	Severe	Mild	238	238	989	973	1826	3511	7675	10579	6327	2410	712	1079	4.724267100977198	5.7898667170810105	6.738304093567251	0.058172833988962176	0.1	25584504.0
195	tt4500922	Maze Runner: The Death Cure	62	50	Rated PG-13 for intense sequences of sci-fi violence and action, language, and some thematic element	None	Moderate	Mild	None	Moderate	127	127	2131	1505	2606	5428	12940	24437	23902	11844	4630	8227	5.484737248840804	6.490915415149161	7.524358324890238	-0.0133675532935437	0.0	58032443.0
196	tt4504044	The Prodigy	59	45	Rated R for violence, disturbing and bloody images, a sexual reference and brief graphic nudity	Mild	Severe	Moderate	Mild	Severe	297	297	490	345	615	1325	3100	4746	3594	1531	501	729	4.9738709677419335	6.0505689001264225	7.087367835281023	0.018878190851706243	0.0	14856291.0
197	tt4513316	Novitiate	66	73	Rated R for language, some sexuality and nudity	Moderate	Mild	Mild	Mild	Moderate	477	477	142	43	37	105	283	698	1004	595	192	234	5.81984240687679	6.857071713147413	7.815546218487395	0.03946216892128824	0.1	580346.0
198	tt4530422	Overlord	66	60	Rated R for strong bloody violence, disturbing images, language, and brief sexual content	Mild	Severe	Severe	Mild	Severe	255	255	1200	662	1235	2389	6192	15350	22474	12655	3755	3349	5.867247557003258	6.838279789979532	7.6931054919004325	0.06364489198986636	0.1	21704844.0
